close,epoch,high,low,open,time
1559.32,1734987600,1585.67,1555.65,1577.35,2024-12-23 21:00:00+00:00
1583.51,1734991200,1587.41,1545.04,1559.33,2024-12-23 22:00:00+00:00
1587.74,1734994800,1601.61,1573.17,1583.06,2024-12-23 23:00:00+00:00
1588.15,1734998400,1596.58,1574.04,1587.82,2024-12-24 00:00:00+00:00
1573.06,1735002000,1613.23,1572.58,1588.2,2024-12-24 01:00:00+00:00
1556.97,1735005600,1573.97,1555.43,1573.28,2024-12-24 02:00:00+00:00
1587.36,1735009200,1591.2,1547.87,1557.03,2024-12-24 03:00:00+00:00
1560.41,1735012800,1589.22,1558.71,1587.36,2024-12-24 04:00:00+00:00
1544.3,1735016400,1565.54,1543.33,1560.93,2024-12-24 05:00:00+00:00
1528.26,1735020000,1546.64,1521.74,1544.64,2024-12-24 06:00:00+00:00
1554.69,1735023600,1554.69,1524.5,1527.95,2024-12-24 07:00:00+00:00
1543.0,1735027200,1584.79,1540.05,1554.54,2024-12-24 08:00:00+00:00
1550.39,1735030800,1550.86,1532.69,1543.27,2024-12-24 09:00:00+00:00
1506.9,1735034400,1551.15,1506.18,1550.52,2024-12-24 10:00:00+00:00
1526.52,1735038000,1528.24,1506.71,1507.37,2024-12-24 11:00:00+00:00
1529.67,1735041600,1540.17,1516.63,1526.65,2024-12-24 12:00:00+00:00
1523.93,1735045200,1535.61,1510.28,1530.0,2024-12-24 13:00:00+00:00
1546.97,1735048800,1549.36,1508.79,1523.73,2024-12-24 14:00:00+00:00
1590.74,1735052400,1594.85,1545.71,1546.98,2024-12-24 15:00:00+00:00
1583.3,1735056000,1601.46,1580.7,1590.81,2024-12-24 16:00:00+00:00
1553.94,1735059600,1594.0,1552.3,1582.89,2024-12-24 17:00:00+00:00
1543.83,1735063200,1556.22,1540.26,1553.34,2024-12-24 18:00:00+00:00
1552.92,1735066800,1556.27,1542.31,1543.65,2024-12-24 19:00:00+00:00
1517.82,1735070400,1554.82,1514.91,1553.02,2024-12-24 20:00:00+00:00
1522.17,1735074000,1540.4,1518.18,1518.18,2024-12-24 21:00:00+00:00
1555.84,1735077600,1562.22,1520.39,1521.33,2024-12-24 22:00:00+00:00
1548.34,1735081200,1565.04,1544.28,1556.18,2024-12-24 23:00:00+00:00
1575.31,1735084800,1586.96,1547.23,1547.58,2024-12-25 00:00:00+00:00
1578.73,1735088400,1584.26,1572.46,1574.9,2024-12-25 01:00:00+00:00
1559.94,1735092000,1579.13,1550.8,1578.66,2024-12-25 02:00:00+00:00
1553.5,1735095600,1575.04,1550.14,1560.02,2024-12-25 03:00:00+00:00
1522.76,1735099200,1554.84,1518.47,1553.49,2024-12-25 04:00:00+00:00
1525.45,1735102800,1534.39,1514.85,1523.04,2024-12-25 05:00:00+00:00
1547.61,1735106400,1551.68,1524.8,1525.31,2024-12-25 06:00:00+00:00
1541.14,1735110000,1552.63,1535.23,1547.67,2024-12-25 07:00:00+00:00
1532.87,1735113600,1548.03,1530.94,1541.14,2024-12-25 08:00:00+00:00
1534.41,1735117200,1548.31,1524.65,1533.05,2024-12-25 09:00:00+00:00
1519.32,1735120800,1539.82,1517.15,1534.32,2024-12-25 10:00:00+00:00
1534.39,1735124400,1542.07,1510.85,1519.61,2024-12-25 11:00:00+00:00
1546.11,1735128000,1553.44,1526.57,1533.93,2024-12-25 12:00:00+00:00
1544.37,1735131600,1546.7,1529.11,1546.01,2024-12-25 13:00:00+00:00
1554.87,1735135200,1557.9,1537.11,1544.64,2024-12-25 14:00:00+00:00
1524.65,1735138800,1563.66,1519.6,1553.84,2024-12-25 15:00:00+00:00
1542.19,1735142400,1544.71,1520.55,1524.94,2024-12-25 16:00:00+00:00
1540.92,1735146000,1550.52,1534.01,1541.62,2024-12-25 17:00:00+00:00
1513.93,1735149600,1544.7,1509.42,1540.42,2024-12-25 18:00:00+00:00
1505.05,1735153200,1533.77,1504.03,1513.78,2024-12-25 19:00:00+00:00
1516.08,1735156800,1517.27,1490.47,1504.86,2024-12-25 20:00:00+00:00
1511.72,1735160400,1520.07,1501.12,1516.02,2024-12-25 21:00:00+00:00
1540.91,1735164000,1546.18,1507.5,1511.56,2024-12-25 22:00:00+00:00
1534.27,1735167600,1548.73,1522.7,1541.05,2024-12-25 23:00:00+00:00
1529.76,1735171200,1548.06,1523.57,1534.14,2024-12-26 00:00:00+00:00
1537.71,1735174800,1537.71,1509.68,1530.19,2024-12-26 01:00:00+00:00
1550.24,1735178400,1551.73,1525.77,1538.23,2024-12-26 02:00:00+00:00
1553.65,1735182000,1559.61,1539.34,1550.22,2024-12-26 03:00:00+00:00
1568.68,1735185600,1574.84,1552.32,1553.81,2024-12-26 04:00:00+00:00
1591.24,1735189200,1602.53,1567.27,1568.57,2024-12-26 05:00:00+00:00
1586.36,1735192800,1601.09,1585.0,1591.08,2024-12-26 06:00:00+00:00
1576.92,1735196400,1595.52,1570.73,1586.44,2024-12-26 07:00:00+00:00
1589.2,1735200000,1599.79,1568.59,1576.77,2024-12-26 08:00:00+00:00
1589.25,1735203600,1614.17,1586.72,1589.57,2024-12-26 09:00:00+00:00
1553.0,1735207200,1589.73,1548.83,1589.73,2024-12-26 10:00:00+00:00
1569.22,1735210800,1574.26,1552.84,1553.26,2024-12-26 11:00:00+00:00
1576.98,1735214400,1584.36,1561.69,1569.67,2024-12-26 12:00:00+00:00
1561.27,1735218000,1585.17,1557.72,1577.09,2024-12-26 13:00:00+00:00
1546.63,1735221600,1571.72,1546.55,1561.37,2024-12-26 14:00:00+00:00
1559.41,1735225200,1577.12,1545.3,1546.56,2024-12-26 15:00:00+00:00
1573.44,1735228800,1573.99,1529.96,1559.46,2024-12-26 16:00:00+00:00
1580.35,1735232400,1585.46,1563.53,1573.4,2024-12-26 17:00:00+00:00
1566.19,1735236000,1585.13,1555.61,1580.31,2024-12-26 18:00:00+00:00
1577.34,1735239600,1579.0,1564.08,1566.2,2024-12-26 19:00:00+00:00
1615.5,1735243200,1619.39,1576.62,1577.13,2024-12-26 20:00:00+00:00
1608.49,1735246800,1623.73,1602.29,1615.07,2024-12-26 21:00:00+00:00
1597.28,1735250400,1630.03,1596.68,1608.37,2024-12-26 22:00:00+00:00
1605.76,1735254000,1614.03,1596.87,1597.56,2024-12-26 23:00:00+00:00
1612.44,1735257600,1626.39,1599.22,1605.4,2024-12-27 00:00:00+00:00
1620.44,1735261200,1641.49,1612.59,1612.59,2024-12-27 01:00:00+00:00
1591.17,1735264800,1621.5,1587.99,1620.71,2024-12-27 02:00:00+00:00
1583.86,1735268400,1604.48,1578.39,1591.16,2024-12-27 03:00:00+00:00
1602.72,1735272000,1614.75,1582.36,1583.72,2024-12-27 04:00:00+00:00
1614.28,1735275600,1618.37,1601.76,1602.87,2024-12-27 05:00:00+00:00
1580.65,1735279200,1620.88,1579.31,1614.76,2024-12-27 06:00:00+00:00
1599.06,1735282800,1606.78,1569.38,1580.25,2024-12-27 07:00:00+00:00
1631.84,1735286400,1637.17,1594.81,1599.75,2024-12-27 08:00:00+00:00
1639.78,1735290000,1641.65,1608.35,1631.58,2024-12-27 09:00:00+00:00
1624.64,1735293600,1645.06,1624.64,1639.37,2024-12-27 10:00:00+00:00
1643.53,1735297200,1649.9,1621.57,1624.1,2024-12-27 11:00:00+00:00
1638.08,1735300800,1649.6,1630.73,1643.23,2024-12-27 12:00:00+00:00
1642.32,1735304400,1646.63,1631.51,1637.44,2024-12-27 13:00:00+00:00
1629.7,1735308000,1649.33,1629.54,1642.22,2024-12-27 14:00:00+00:00
1627.0,1735311600,1640.93,1624.02,1629.57,2024-12-27 15:00:00+00:00
1640.36,1735315200,1645.53,1614.77,1627.11,2024-12-27 16:00:00+00:00
1644.92,1735318800,1652.5,1634.45,1640.81,2024-12-27 17:00:00+00:00
1669.74,1735322400,1674.43,1642.52,1644.4,2024-12-27 18:00:00+00:00
1646.64,1735326000,1673.35,1643.37,1669.1,2024-12-27 19:00:00+00:00
1666.08,1735329600,1681.85,1644.05,1646.35,2024-12-27 20:00:00+00:00
1669.43,1735333200,1676.35,1651.33,1665.46,2024-12-27 21:00:00+00:00
1658.29,1735336800,1682.64,1651.66,1668.76,2024-12-27 22:00:00+00:00
1674.91,1735340400,1676.34,1647.09,1658.52,2024-12-27 23:00:00+00:00
1672.01,1735344000,1681.33,1659.13,1674.58,2024-12-28 00:00:00+00:00
1699.92,1735347600,1701.54,1667.02,1672.76,2024-12-28 01:00:00+00:00
1666.57,1735351200,1701.21,1662.82,1699.56,2024-12-28 02:00:00+00:00
1671.04,1735354800,1671.39,1645.55,1666.09,2024-12-28 03:00:00+00:00
1634.76,1735358400,1672.22,1630.22,1671.05,2024-12-28 04:00:00+00:00
1636.91,1735362000,1639.81,1618.56,1634.48,2024-12-28 05:00:00+00:00
1638.31,1735365600,1649.92,1629.87,1637.14,2024-12-28 06:00:00+00:00
1648.17,1735369200,1655.72,1628.96,1637.51,2024-12-28 07:00:00+00:00
1647.54,1735372800,1650.28,1634.55,1647.98,2024-12-28 08:00:00+00:00
1643.14,1735376400,1649.49,1630.38,1647.93,2024-12-28 09:00:00+00:00
1621.12,1735380000,1643.33,1609.89,1643.33,2024-12-28 10:00:00+00:00
1648.29,1735383600,1656.2,1619.29,1621.79,2024-12-28 11:00:00+00:00
1663.09,1735387200,1671.85,1645.88,1648.48,2024-12-28 12:00:00+00:00
1663.09,1735390800,1670.77,1652.11,1663.14,2024-12-28 13:00:00+00:00
1692.81,1735394400,1702.94,1662.9,1662.9,2024-12-28 14:00:00+00:00
1682.74,1735398000,1693.01,1665.95,1692.43,2024-12-28 15:00:00+00:00
1642.92,1735401600,1685.12,1642.15,1683.02,2024-12-28 16:00:00+00:00
1614.48,1735405200,1645.92,1608.25,1643.48,2024-12-28 17:00:00+00:00
1624.95,1735408800,1638.27,1611.27,1614.8,2024-12-28 18:00:00+00:00
1612.57,1735412400,1634.33,1611.5,1625.25,2024-12-28 19:00:00+00:00
1604.57,1735416000,1615.83,1590.01,1612.68,2024-12-28 20:00:00+00:00
1623.39,1735419600,1631.65,1598.57,1604.63,2024-12-28 21:00:00+00:00
1628.18,1735423200,1642.37,1618.06,1623.39,2024-12-28 22:00:00+00:00
1632.78,1735426800,1646.62,1625.23,1628.23,2024-12-28 23:00:00+00:00
1631.27,1735430400,1652.47,1618.01,1633.78,2024-12-29 00:00:00+00:00
1624.77,1735434000,1631.86,1607.39,1631.75,2024-12-29 01:00:00+00:00
1611.7,1735437600,1624.53,1591.79,1624.39,2024-12-29 02:00:00+00:00
1591.49,1735441200,1613.05,1590.82,1612.2,2024-12-29 03:00:00+00:00
1596.43,1735444800,1597.62,1576.15,1591.48,2024-12-29 04:00:00+00:00
1625.28,1735448400,1626.35,1586.91,1596.28,2024-12-29 05:00:00+00:00
1602.82,1735452000,1625.34,1601.84,1624.72,2024-12-29 06:00:00+00:00
1620.35,1735455600,1634.18,1598.0,1603.27,2024-12-29 07:00:00+00:00
1613.01,1735459200,1628.01,1609.99,1620.43,2024-12-29 08:00:00+00:00
1607.52,1735462800,1624.88,1599.89,1613.19,2024-12-29 09:00:00+00:00
1595.61,1735466400,1608.64,1581.93,1607.66,2024-12-29 10:00:00+00:00
1577.55,1735470000,1598.37,1576.08,1595.95,2024-12-29 11:00:00+00:00
1561.75,1735473600,1581.96,1551.07,1576.63,2024-12-29 12:00:00+00:00
1553.71,1735477200,1566.84,1550.57,1562.45,2024-12-29 13:00:00+00:00
1550.63,1735480800,1566.99,1548.52,1553.53,2024-12-29 14:00:00+00:00
1540.07,1735484400,1555.57,1538.07,1550.97,2024-12-29 15:00:00+00:00
1546.41,1735488000,1549.53,1522.55,1539.52,2024-12-29 16:00:00+00:00
1556.44,1735491600,1559.85,1540.68,1546.95,2024-12-29 17:00:00+00:00
1575.84,1735495200,1583.83,1553.31,1556.57,2024-12-29 18:00:00+00:00
1557.09,1735498800,1577.13,1549.7,1575.64,2024-12-29 19:00:00+00:00
1548.3,1735502400,1566.59,1538.11,1557.43,2024-12-29 20:00:00+00:00
1537.88,1735506000,1549.54,1528.02,1547.9,2024-12-29 21:00:00+00:00
1537.1,1735509600,1540.88,1519.25,1537.94,2024-12-29 22:00:00+00:00
1551.32,1735513200,1552.81,1531.67,1536.76,2024-12-29 23:00:00+00:00
1536.34,1735516800,1561.75,1533.0,1550.69,2024-12-30 00:00:00+00:00
1532.8,1735520400,1539.96,1526.04,1536.69,2024-12-30 01:00:00+00:00
1535.05,1735524000,1536.38,1513.67,1532.33,2024-12-30 02:00:00+00:00
1537.13,1735527600,1544.71,1526.17,1534.66,2024-12-30 03:00:00+00:00
1541.17,1735531200,1547.28,1530.57,1537.01,2024-12-30 04:00:00+00:00
1560.91,1735534800,1563.35,1537.21,1541.19,2024-12-30 05:00:00+00:00
1569.77,1735538400,1575.84,1557.4,1560.89,2024-12-30 06:00:00+00:00
1568.78,1735542000,1583.52,1563.87,1570.11,2024-12-30 07:00:00+00:00
1562.34,1735545600,1579.62,1556.76,1569.03,2024-12-30 08:00:00+00:00
1575.01,1735549200,1583.08,1561.44,1562.4,2024-12-30 09:00:00+00:00
1571.46,1735552800,1583.77,1566.72,1575.23,2024-12-30 10:00:00+00:00
1565.65,1735556400,1573.86,1562.73,1571.45,2024-12-30 11:00:00+00:00
1581.07,1735560000,1586.0,1555.94,1565.6,2024-12-30 12:00:00+00:00
1579.34,1735563600,1587.15,1568.51,1581.03,2024-12-30 13:00:00+00:00
1575.38,1735567200,1585.23,1566.16,1579.16,2024-12-30 14:00:00+00:00
1584.35,1735570800,1590.37,1570.55,1575.54,2024-12-30 15:00:00+00:00
1584.0,1735574400,1598.52,1571.48,1584.37,2024-12-30 16:00:00+00:00
1604.51,1735578000,1607.36,1571.08,1584.32,2024-12-30 17:00:00+00:00
1584.54,1735581600,1610.18,1583.37,1603.8,2024-12-30 18:00:00+00:00
1563.04,1735585200,1584.96,1560.61,1584.65,2024-12-30 19:00:00+00:00
1560.39,1735588800,1574.41,1553.16,1562.98,2024-12-30 20:00:00+00:00
1548.36,1735592400,1567.24,1542.77,1560.51,2024-12-30 21:00:00+00:00
1574.69,1735596000,1574.69,1540.82,1548.51,2024-12-30 22:00:00+00:00
1577.32,1735599600,1589.69,1568.17,1574.88,2024-12-30 23:00:00+00:00
1554.83,1735603200,1586.92,1548.45,1576.86,2024-12-31 00:00:00+00:00
1585.42,1735606800,1591.43,1553.16,1554.94,2024-12-31 01:00:00+00:00
1584.65,1735610400,1591.89,1562.81,1585.52,2024-12-31 02:00:00+00:00
1606.3,1735614000,1611.93,1580.09,1583.81,2024-12-31 03:00:00+00:00
1602.28,1735617600,1615.02,1600.99,1606.88,2024-12-31 04:00:00+00:00
1605.11,1735621200,1608.46,1578.46,1602.63,2024-12-31 05:00:00+00:00
1590.62,1735624800,1619.72,1590.12,1605.39,2024-12-31 06:00:00+00:00
1590.63,1735628400,1596.25,1578.99,1590.7,2024-12-31 07:00:00+00:00
1590.97,1735632000,1598.66,1578.7,1590.96,2024-12-31 08:00:00+00:00
1577.87,1735635600,1593.4,1573.23,1591.15,2024-12-31 09:00:00+00:00
1578.08,1735639200,1585.98,1561.37,1577.46,2024-12-31 10:00:00+00:00
1582.49,1735642800,1586.14,1563.8,1578.11,2024-12-31 11:00:00+00:00
1617.1,1735646400,1618.18,1579.21,1582.2,2024-12-31 12:00:00+00:00
1605.1,1735650000,1627.27,1601.14,1616.57,2024-12-31 13:00:00+00:00
1624.31,1735653600,1626.16,1598.14,1605.05,2024-12-31 14:00:00+00:00
1639.18,1735657200,1650.25,1624.42,1624.42,2024-12-31 15:00:00+00:00
1674.56,1735660800,1677.97,1634.72,1638.77,2024-12-31 16:00:00+00:00
1663.13,1735664400,1676.61,1654.24,1675.04,2024-12-31 17:00:00+00:00
1649.0,1735668000,1668.89,1639.08,1662.96,2024-12-31 18:00:00+00:00
1668.1,1735671600,1668.48,1643.41,1649.02,2024-12-31 19:00:00+00:00
1608.61,1735675200,1669.18,1608.24,1667.3,2024-12-31 20:00:00+00:00
1606.13,1735678800,1620.17,1598.02,1608.24,2024-12-31 21:00:00+00:00
1591.63,1735682400,1608.58,1577.83,1605.9,2024-12-31 22:00:00+00:00
1566.31,1735686000,1593.07,1555.55,1591.82,2024-12-31 23:00:00+00:00
1583.88,1735689600,1584.09,1561.67,1566.39,2025-01-01 00:00:00+00:00
1584.24,1735693200,1592.15,1575.87,1584.0,2025-01-01 01:00:00+00:00
1622.95,1735696800,1625.35,1582.33,1584.59,2025-01-01 02:00:00+00:00
1609.57,1735700400,1626.45,1609.17,1623.17,2025-01-01 03:00:00+00:00
1614.72,1735704000,1623.47,1604.9,1609.78,2025-01-01 04:00:00+00:00
1640.59,1735707600,1645.06,1606.43,1614.34,2025-01-01 05:00:00+00:00
1627.16,1735711200,1656.5,1624.58,1640.73,2025-01-01 06:00:00+00:00
1656.0,1735714800,1657.8,1625.71,1626.95,2025-01-01 07:00:00+00:00
1634.85,1735718400,1656.31,1630.35,1655.91,2025-01-01 08:00:00+00:00
1670.97,1735722000,1673.92,1631.36,1634.91,2025-01-01 09:00:00+00:00
1663.47,1735725600,1676.15,1654.05,1671.82,2025-01-01 10:00:00+00:00
1625.04,1735729200,1666.94,1623.71,1663.58,2025-01-01 11:00:00+00:00
1605.94,1735732800,1628.13,1605.25,1625.26,2025-01-01 12:00:00+00:00
1603.97,1735736400,1606.56,1590.53,1606.26,2025-01-01 13:00:00+00:00
1603.47,1735740000,1607.67,1592.82,1604.77,2025-01-01 14:00:00+00:00
1599.91,1735743600,1609.76,1596.41,1603.64,2025-01-01 15:00:00+00:00
1588.55,1735747200,1604.9,1583.65,1600.48,2025-01-01 16:00:00+00:00
1599.6,1735750800,1611.81,1588.09,1588.3,2025-01-01 17:00:00+00:00
1577.99,1735754400,1601.84,1569.96,1599.42,2025-01-01 18:00:00+00:00
1564.21,1735758000,1579.5,1556.17,1578.15,2025-01-01 19:00:00+00:00
1581.94,1735761600,1588.61,1562.38,1564.12,2025-01-01 20:00:00+00:00
1579.09,1735765200,1591.12,1571.28,1581.98,2025-01-01 21:00:00+00:00
1563.55,1735768800,1592.06,1559.8,1578.97,2025-01-01 22:00:00+00:00
1559.0,1735772400,1572.63,1557.31,1562.9,2025-01-01 23:00:00+00:00
1556.43,1735776000,1571.92,1553.87,1558.61,2025-01-02 00:00:00+00:00
1547.3,1735779600,1571.41,1547.3,1556.52,2025-01-02 01:00:00+00:00
1555.34,1735783200,1558.26,1537.32,1546.8,2025-01-02 02:00:00+00:00
1540.18,1735786800,1562.95,1540.18,1555.55,2025-01-02 03:00:00+00:00
1516.03,1735790400,1541.02,1501.07,1540.68,2025-01-02 04:00:00+00:00
1515.09,1735794000,1525.89,1502.91,1516.57,2025-01-02 05:00:00+00:00
1490.55,1735797600,1520.44,1484.48,1514.67,2025-01-02 06:00:00+00:00
1482.73,1735801200,1496.5,1480.73,1490.34,2025-01-02 07:00:00+00:00
1468.36,1735804800,1484.47,1465.4,1482.45,2025-01-02 08:00:00+00:00
1477.04,1735808400,1487.1,1467.27,1468.47,2025-01-02 09:00:00+00:00
1484.41,1735812000,1494.13,1472.97,1476.49,2025-01-02 10:00:00+00:00
1471.96,1735815600,1493.21,1469.03,1484.54,2025-01-02 11:00:00+00:00
1461.5,1735819200,1472.38,1449.39,1472.1,2025-01-02 12:00:00+00:00
1455.27,1735822800,1466.26,1443.42,1462.04,2025-01-02 13:00:00+00:00
1422.31,1735826400,1456.11,1419.32,1455.11,2025-01-02 14:00:00+00:00
1475.24,1735830000,1475.4,1421.08,1422.44,2025-01-02 15:00:00+00:00
1482.68,1735833600,1489.07,1468.15,1475.11,2025-01-02 16:00:00+00:00
